212F30	3007
222857	5ECD
22285A	5ED2
22285B	5ED1
22285C	5ED5
22285F	5ED4
222860	5ED9
222861	5ECE
222868	5EE1
22286D	5EE7
222871	5EE8
22287C	5EED
222921	5EF1
222923	5EF4
222935	5F07
22293A	5F0B
22294A	5F28
22294B	5F22
22294C	5F23
22294D	5F24
222951	5F33
222952	5F30
222958	5F38
22295C	5F40
22295F	5F44
222962	5F4D
222968	5F50
222969	5F54
22296A	5F56
22296C	5F58
222970	5F60
222971	5F61
222972	5F63
222973	809C
222974	5F67
222978	5F72
222979	5F73
22297C	5F74
222A23	5F82
222A27	5F89
222A2B	5F94
222A34	2251B
222A39	5F9C
222A3D	5F9A
222A46	5FAF
222A50	5FBC
222A57	5FC9
222A5F	5FD1
222A61	5FD2
222A63	5FD0
222A67	5FCE
222A68	5FED
222A72	5FEE
222A73	5FF8
222A78	5FE1
222A7B	5FE4
222B24	5FEA
222B2A	6026
222B2C	6029
222B2D	602B
222B30	6019
222B31	6008
222B36	600A
222B37	600C
222B38	601B
222B3C	6017
222B3D	6033
222B45	600D
222B46	6010
222B4B	6039
222B50	6013
222B53	6054
222B57	605D
222B5A	6047
222B5E	6049
222B5F	6053
222B68	6067
222B6F	604C
222B71	6041
222B72	6077
222B74	6042
222B76	605F
222B7A	6061
222C24	608A
222C2B	6092
222C2C	609D
222C2D	6081
222C2F	609E
222C30	6083
222C32	6097
222C34	60A7
222C3A	6095
222C3E	60C7
222C42	60B0
222C46	60BE
222C47	60D3
222C48	60D4
222C4E	60CE
222C51	60CF
222C53	60D9
222C54	60B3
222C56	60DD
222C5D	60C4
222C60	60B1
222C62	60E3
222C66	60E2
222C67	60E5
222C69	60DB
222C6E	60E9
222C70	6114
222C73	6103
222C75	6119
222C7C	60FD
222C7D	610D
222D2A	610A
222D2C	6110
222D32	6112
222D34	60F2
222D37	6125
222D3B	60F8
222D3F	6121
222D41	60FC
222D43	6106
222D48	6149
222D4A	614A
222D4E	612B
222D50	6129
222D51	6150
222D56	53AF
222D58	6130
222D5B	6141
222D5E	6137
222D61	6146
222D66	615E
222D67	6175
222D68	6174
222D6B	6183
222D70	6171
222D74	616A
222D77	6173
222D79	6164
222D7B	6153
222E23	618B
222E2C	616F
222E2D	6165
222E2F	615C
222E32	619D
222E33	61A6
222E3D	61A2
222E40	61A8
222E42	619C
222E43	61AF
222E45	6196
222E46	6197
222E47	61AD
222E4C	6192
222E52	61AE
222E55	618D
222E5A	61CB
222E5C	61CC
222E5D	61C6
222E68	61BA
222E6A	61B8
222E71	61E0
222E77	61E5
222E7D	61DC
222E7E	61DF
222F29	61F3
222F3D	6201
222F41	6204
222F43	6207
222F44	6209
222F47	6214
222F56	6223
222F5B	6225
222F5D	6224
222F61	6229
222F67	622D
222F69	97EF
222F6E	6239
222F6F	623A
222F70	623D
222F75	6243
222F77	6246
222F78	6245
222F79	624A
222F7A	6250
222F7C	625E
223026	6268
223028	6260
22302B	625A
22302C	6262
22302D	6266
223031	6286
223032	628E
223041	62A3
223043	6282
223046	6285
22304B	629D
223056	62A6
223057	62D1
223061	62E4
223069	62B6
22306A	62C3
223072	630D
223125	62F5
223131	630C
223132	6360
223137	62F6
22313A	6331
223142	6345
223144	6343
223145	6335
223147	6353
223148	6364
223149	6336
22314A	6344
223154	6339
223158	6357
22315A	633C
22315B	6358
22315C	634B
22315F	6354
223168	637D
22316A	63B6
22316B	6382
22316C	636C
22316E	639F
223172	639E
223173	637F
223179	6381
22317B	6397
22317D	63AB
223225	6387
223226	637A
223227	638E
22322A	6386
22322F	6375
223230	63AF
223237	63B1
223238	63B0
223239	63AE
22323A	637C
22323B	6390
22323D	63AD
223241	636D
223243	63DE
223244	63E5
223247	63D3
22324F	63BD
223250	63C3
223252	63F5
223258	63E6
22325B	63E0
22325C	63D5
22325D	63F6
22325E	63F2
22325F	63F8
223266	63C5
22326A	63F9
223270	63BE
223272	63EB
223273	63DD
223276	63D1
223279	63C4
22327A	63DC
22327B	63D7
22327E	6412
223322	6410
223324	6434
223329	641B
22332B	6420
22332C	6424
22332F	6426
223331	640C
223336	6415
223337	6418
223338	640E
223339	22C4D
22333B	6422
22333D	6421
223344	6430
223345	6441
223348	6435
22334C	6409
223351	640A
223353	6440
223359	6407
22335B	643B
22335D	643F
223368	645B
22336A	644F
22336C	646B
22336F	6476
223376	6474
223378	647D
22337B	6473
223423	644E
223424	6464
223427	6482
223428	645E
22342C	647B
22342E	645C
22343C	649D
22343F	6499
223442	648F
22344D	6496
22344E	64A2
223454	6490
22345B	64B6
223461	6498
223462	649F
223465	64A7
223466	64B3
22346A	64D7
22346C	64D3
223474	64BE
223475	64D0
22352A	64EF
22352D	64E1
22352E	64E5
223531	64EB
223533	64E2
223536	64ED
223538	64E4
223542	64F7
223546	6504
22354B	64FD
22354F	6508
223553	6509
223559	651A
22355B	6516
223561	651B
223569	6527
22356D	6522
22356F	6529
223572	6525
223577	652E
22357C	6541
22362C	6538
223634	6542
223636	6549
22363E	6554
22363F	6555
223645	6567
223647	6561
22364F	656D
223654	657A
223664	6585
22366E	658C
223670	6592
223671	6595
223675	659B
223677	659D
22367A	65A0
223722	65A8
223723	65A6
223727	65AE
22372A	65B6
22372C	65B8
22372F	65BF
223731	65C6
223732	65C3
223733	65C4
223734	65C2
22373B	65D0
22373C	65D2
223744	65DB
223745	65DC
223747	65DD
223748	65DF
22374A	65E1
22374E	65E4
223754	65F4
223755	65F0
22375A	6609
22375B	65FB
22375C	65FC
22375E	660A
223764	6603
22376A	6611
22376B	6615
22376D	6604
22376E	6631
223772	6621
223775	662C
223777	6635
22377C	661E
22377D	663A
223827	6633
223828	662B
22382B	6634
22382C	6624
223831	6645
223832	665F
22383D	6665
22383E	665C
22383F	6661
223848	665B
223849	6659
22384A	6667
22384C	665E
22384D	6657
223850	667E
223851	666C
22385A	6678
223860	6673
223866	666D
223868	6677
223870	6684
223871	668C
223872	6693
223875	668B
223876	6690
223879	6694
22387A	668A
22387C	6698
22387D	668D
223924	7A25
22392A	66A0
223930	5C21
223932	669D
22393A	66B2
223940	66B5
223941	66AA
223943	66AC
223947	66B1
22394E	66C8
22394F	66BE
223954	66C0
223955	66C7
22395A	66BB
22395C	66C4
223960	66CF
223971	66DA
223972	66DB
223973	66E2
223976	66E1
223978	66E8
22397C	66E9
223A28	6705
223A30	670F
223A31	6710
223A33	6712
223A34	6713
223A38	6719
223A39	6718
223A47	6723
223A4C	673E
223A4E	673F
223A58	6757
223A5B	6745
223A5C	6747
223A60	675D
223A61	6755
223A66	674C
223A67	6759
223A68	6748
223A6B	6763
223A6E	6753
223A71	674A
223A75	6793
223A78	677C
223A7A	679F
223A7C	6785
223B21	677B
223B22	6792
223B23	6776
223B25	6791
223B26	6799
223B28	67A4
223B2E	678F
223B30	6772
223B31	6798
223B32	676A
223B39	67AC
223B3B	67A0
223B3F	67A1
223B44	67F9
223B48	678D
223B49	678C
223B4C	67FC
223B4E	6810
223B51	67C8
223B54	67CC
223B58	67C5
223B5C	67BB
223B5F	67B0
223B60	6803
223B61	67F8
223B63	67D8
223B64	67B7
223B6D	6802
223B6F	67E4
223B70	67D9
223B71	67DB
223B72	67B5
223B74	67DF
223B75	67F7
223B77	67B3
223B78	6806
223B79	67AE
223B7A	67F6
223B7C	67EE
223B7D	6AAF
223B7E	67B2
223C21	67B9
223C23	67C2
223C24	67E3
223C26	67CA
223C28	67CE
223C29	67E2
223C2A	67F2
223C2B	67C3
223C2D	67DD
223C2F	67E7
223C30	6849
223C31	683E
223C36	6814
223C37	684B
223C38	681E
223C3B	6833
223C40	6831
223C41	6832
223C42	6835
223C43	683B
223C44	684E
223C47	682B
223C48	682D
223C4A	684D
223C4F	6844
223C55	685D
223C56	685E
223C58	6834
223C59	6812
223C65	685A
223C68	686B
223C69	686C
223C6B	6879
223C6E	68B2
223C71	689B
223C72	687E
223C74	68B6
223C76	6882
223C7A	6890
223D21	6872
223D22	689C
223D25	686D
223D2E	68A9
223D30	6898
223D32	688B
223D33	68A0
223D34	686F
223D39	68A3
223D3B	6874
223D3C	6875
223D3F	6877
223D40	688F
223D43	687B
223D44	688E
223D4B	68B4
223D50	692C
223D51	6917
223D53	690C
223D56	690B
223D58	68D3
223D59	6904
223D5B	690A
223D5C	6909
223D5D	6929
223D62	68EC
223D63	692A
223D64	68EA
223D65	681F
223D66	7439
223D6A	6910
223D6E	68D6
223D6F	68EB
223D73	68F1
223D78	68FD
223D79	68FC
223D7B	68F3
223D7C	6913
223E21	6907
223E23	691A
223E24	6919
223E2A	68DE
223E2B	691B
223E2D	68FB
223E33	68E1
223E37	68D1
223E38	68D0
223E39	6908
223E3E	68E8
223E3F	68F0
223E40	68C3
223E44	6911
223E46	68D4
223E47	68EF
223E49	68C6
223E4B	68C7
223E53	6974
223E55	6938
223E58	6962
223E5D	6958
223E5F	6957
223E60	693F
223E61	6971
223E64	6945
223E65	695D
223E66	6932
223E69	696E
223E6A	6963
223E6B	6948
223E6E	6939
223E70	696A
223E73	6937
223E7A	696C
223E7B	694E
223E7D	6980
223E7E	6933
223F21	6952
223F25	695B
223F2D	6985
223F32	693D
223F35	6978
223F37	697B
223F3A	6934
223F3B	6969
223F3D	6944
223F3E	696F
223F44	698A
223F45	69A0
223F46	69B1
223F50	69CE
223F51	69CA
223F59	698D
223F5A	6991
223F5C	69AA
223F60	69BC
223F61	69A7
223F65	699E
223F68	69D9
223F6A	698E
223F6D	69D6
223F75	69A5
223F77	69BE
223F78	69D1
223F7A	69F6
223F7E	69D5
224027	69BF
22402D	69A3
22402E	69A4
224034	69D4
224038	69C3
22403D	6A12
22403E	6A11
224041	6A00
224046	69E6
22404B	6A0B
22404C	69E5
22404D	69E9
224050	69FC
224054	6A17
224056	69E7
224057	69EB
22405B	69F1
22405E	6A2B
22405F	69FF
224060	6A20
224064	69ED
224067	6A1B
224068	6A2D
22406E	6A18
224072	6A1D
224075	6A0C
224076	6A0F
22407C	69EE
224123	69F0
224124	69F2
224128	6A14
224129	6A63
224137	6A67
224139	6A43
22413A	6A33
22413B	6A32
22413C	6A5A
22413F	6A28
224140	6A48
224141	6A50
224142	6A52
224143	6A72
224145	6A3E
224146	6A77
224147	6A5B
22414A	6A5E
22414B	6A5C
22414F	6A51
224151	6A56
224153	6A36
224156	6A7A
224158	6A3F
22416C	69F9
22416D	6A64
224173	6A8D
224175	6AA8
224177	6AA5
224179	6A96
22417E	6A7D
224222	6A7F
224223	6A89
224224	6A91
224226	6A9F
22422A	6A92
22422B	6AA3
224234	6A99
224235	6A9D
224236	6A7E
224237	6A9B
224242	6AA0
224247	6A90
224249	6A9E
22424A	6A87
22424B	6A8E
224251	6AAB
224255	6AC8
224257	6AAE
22425D	6ABF
224264	6ACA
224268	6AB4
224279	6AE6
22427E	6AED
224325	6ACC
224328	6AD1
224333	6ADF
224334	6ACD
224335	6ADE
224337	6AEC
224339	6AF3
22433A	6AE7
22433F	6AEB
224340	6AEA
224344	6AF1
224345	6AE8
224348	6AF5
22434E	6AFD
224350	6AFA
224352	6B01
224358	6B03
224359	6AF8
22435F	6B0D
224360	6B09
224361	6B0E
224367	6B11
22436D	6B19
22436E	6B17
224372	6B1E
22437E	6B2C
22442A	6B35
22442C	6B37
22442D	6B3B
224432	6B39
224435	6B3F
224437	6B46
224438	6B41
22443A	6B40
22443B	6B42
22443C	6B43
22443E	6B48
22443F	6B4A
224446	6B4E
22444A	6B57
22444C	6B54
22444E	6B55
224451	6B5C
224453	6B5E
224454	6B60
22445B	6B6B
22445D	6B6C
22445F	6B6E
224461	6B71
22446B	6B7E
224471	6B82
224473	6B84
224479	6B8D
22447B	6B95
224525	6B99
224529	6B9B
224535	6BA3
224536	6BA2
224538	6BAA
224539	6BAB
22453B	6BAD
22453D	6BB0
22453F	6BB3
224547	6BBD
22454D	6996
224554	6BC8
22455B	6BD6
224560	6BDA
224562	6BDC
224563	6BDD
224565	6BDF
22456F	6BE7
224570	6BEA
224571	6BE8
22462A	6BF6
22462C	6BF3
224633	6BF8
224637	6BFA
224638	6BF9
224642	6BFF
224644	6C06
224648	6C04
22464A	6C05
22464C	6C08
224651	6C0C
224652	6C0D
224659	6C15
22465A	6C18
22465B	6C19
22465C	6C1A
22465E	6C1D
224660	6C20
224662	6C21
224664	6C2A
224666	6C2D
224667	6C30
224668	6C2C
224669	6C31
224670	6C3B
224674	6C3F
224678	6C46
22467A	6C52
22467B	6C62
22467C	6C4A
224724	6C5C
224726	6C5B
224727	6C4D
22472B	6C4B
22472C	6C54
22472D	6C63
224730	6C78
224731	6C74
224732	6C86
224733	6C76
224738	6C6C
224739	6C67
22473B	6C84
22473E	6C94
224740	6C8F
224742	6C65
224747	6C6F
224749	6C9D
22474A	6C69
22474B	6C9A
22474C	6C6D
22474D	6C93
224751	6C87
224752	6C6E
224756	6C95
22475A	6C82
22475C	6CA0
224762	6CEB
224763	6CEE
224764	6CC0
224766	6CEF
224767	6CAC
22476E	6CAD
224770	6CAF
224772	6CF5
22477A	6CBA
22477B	7553
22477D	6CC2
224824	6CD8
224826	6CC6
224828	6CCE
224829	6CE9
22482D	6CF2
22482F	6CE0
224830	6CD1
224832	6CD2
224833	6CB4
224837	6D1D
22483B	6D28
224844	6D39
22484D	6D26
22484E	6D27
22484F	6D0F
224850	6D0A
224851	6D3F
22485A	6D07
22485B	6D04
22485C	6CDA
224860	6D2E
224861	6D35
224862	6D3A
224864	6D19
224867	6D0E
22486A	6D2B
22486B	6D11
22486C	6D00
22486D	6D24
22486F	6D33
224873	6D63
224877	6DA5
22487D	6D92
224925	6D6D
224926	6D6F
224928	6D61
224929	6D91
22492C	6D81
22492E	6D8A
22492F	6D34
224934	6D79
224935	6DEF
224939	6D7F
22493B	6D85
22493C	6D65
22493E	6D5E
224940	6D67
224943	6D94
224946	6D60
224948	6D98
22494B	6D7C
22494C	6D70
22494F	6D96
224959	6DAB
22495A	6DB4
22495C	6DAA
224960	6DEC
22496A	6DAC
22496B	6DB7
22496C	6DE2
22496D	6DD5
22496E	6DE9
224971	6DF6
224979	6E0F
22497B	6DBF
224A2A	6DDF
224A2D	6DD3
224A32	6DFC
224A35	6DDD
224A36	6DDC
224A39	6DDB
224A3D	6DA4
224A44	6E12
224A46	6DF0
224A4A	6DE6
224A4C	6E1F
224A50	6E27
224A55	6E49
224A58	6E3C
224A60	6E8A
224A62	6E4B
224A66	6E62
224A6A	6E51
224A6B	6E44
224A6D	6E63
224A71	6E73
224A74	6E4F
224A77	6E4E
224B22	6E28
224B24	6E5C
224B26	6E31
224B28	6E5E
224B2C	6E84
224B2E	6E2E
224B30	6E36
224B31	6E5D
224B32	6E72
224B33	6E30
224B34	6E53
224B36	6E39
224B37	6E71
224B38	6E69
224B39	6E6B
224B3B	6E8B
224B3E	6E76
224B40	6E2A
224B41	6E4C
224B42	6E22
224B43	6ECE
224B45	6E9B
224B46	6E9F
224B48	6EC8
224B49	6ED8
224B4A	6E8F
224B4D	6E93
224B4F	6EA0
224B51	6EB1
224B57	6EA8
224B59	6E92
224B5A	6EA7
224B5E	6E8E
224B60	6ED9
224B61	6EBD
224B63	6EC1
224B69	6EBB
224B6A	6EC9
224B6C	6EB3
224B6D	6EB7
224B75	6EA4
224B79	6ECF
224B7C	6ECA
224B7D	6ED5
224C21	6EC3
224C24	6EB4
224C26	6EB2
224C29	6EB5
224C2E	6EF8
224C30	6F37
224C34	6EFD
224C35	6F09
224C3C	6F3B
224C3D	6F63
224C3E	6F12
224C3F	6F26
224C41	6F1A
224C42	6EF6
224C43	6F19
224C44	6F00
224C4B	6F24
224C51	6F18
224C57	6F1F
224C5A	6F0A
224C5E	6F36
224C60	6EF9
224C61	6EEE
224C62	6F41
224C64	6F95
224C65	6F2D
224C67	6F34
224C6B	6F49
224C6D	6F30
224C76	6EFA
224C77	6EEB
224C78	6F08
224C79	6F0E
224C7B	6F35
224D23	6F7E
224D24	6F9D
224D27	6F87
224D2B	6F6F
224D2F	6F5A
224D30	6F60
224D35	6F90
224D37	6F8D
224D39	6F92
224D3A	6F89
224D3C	6F8C
224D3D	6F62
224D44	6F0B
224D4B	6F6C
224D4D	6F8B
224D58	6E88
224D5A	6F55
224D5F	6F72
224D62	6F57
224D63	6F5F
224D68	6F5D
224D73	6FB6
224D74	6F9F
224D79	6FA6
224D7C	6FC6
224D7D	6FBC
224E21	6FAA
224E25	6FBF
224E26	6FC7
224E2D	6FC9
224E2E	6F5E
224E2F	6FC8
224E30	6FA0
224E32	6FCA
224E35	6FB4
224E37	6FAF
224E3C	6FA8
224E40	6FA5
224E41	6FB0
224E42	6FAE
224E43	6FD9
224E44	6FDA
224E50	6FD4
224E56	6FE9
224E57	6FF8
224E5D	6FDE
224E5E	6FEE
224E62	6FF0
224E66	7005
224E67	700C
224E6A	700D
224E72	7026
224F24	7020
224F26	7027
224F2B	701E
224F2F	702E
224F31	702D
224F35	7021
224F39	7018
224F3A	7023
224F41	703C
224F44	7035
224F51	7034
224F53	7039
224F54	703A
224F5D	7043
224F61	7044
224F67	7047
224F69	7049
224F6B	7055
224F71	7052
224F73	705C
224F78	7059
224F7B	705E
224F7C	7061
224F7D	705D
225021	9E02
225025	7066
225027	7065
225028	7068
225029	7054
225039	7074
22503B	707A
225040	7093
225042	7086
225048	7096
225049	7084
22504A	7081
225056	7088
225057	7098
225059	708C
22505C	70B7
225062	70A1
225063	70A3
225068	7551
22506F	70A7
225070	79CC
225071	70B5
225072	70BF
225073	70A9
225078	70EA
22507B	70E5
22507C	70DC
22507D	70D3
225122	70DD
225123	70E1
225126	70E3
225128	70E0
22512B	70D4
22512E	70D1
225138	70CB
22513A	70D0
22513B	70C7
22513C	70DA
22513D	70C6
22513F	70FA
225142	70F7
225144	7104
225148	70F3
22514A	7110
22514C	7103
225150	70F4
225155	7111
225156	7112
22515C	710C
225160	70F6
225166	7113
225167	70EF
225168	7100
22516C	711E
22516D	7134
22516E	7120
22516F	713F
225174	7131
225175	712D
225227	7139
225228	7135
22522C	713B
22522E	711C
225232	713D
225235	712F
22523B	7129
225243	712E
225248	7177
225251	7146
225252	7152
225254	714F
225255	715D
225256	7141
225257	7160
225259	7175
22525A	7173
22525C	7143
22525D	715A
22525E	7176
225260	714B
225262	7147
225265	7168
225266	7171
225267	715F
225269	7150
22526B	7153
225270	7144
225276	7172
225278	7178
22527B	7187
22527C	717B
225323	7192
22532B	7180
22532C	7189
225332	7185
225333	7196
225336	717C
225339	7198
22533C	7197
22533E	71B5
22533F	71A9
225342	71A5
225346	719E
225347	71B2
22534A	719B
22534E	71AF
225351	71A4
225352	71A0
225355	719A
225357	71B3
225359	71B4
225367	71D1
225369	71C7
22536A	71B7
22536D	71CA
22536F	71CF
225370	71D6
225372	71BA
225375	71C2
225377	71C5
22537A	71BF
22537C	71B8
225421	71DD
225422	71C0
225424	71C1
225426	71D4
225429	71CB
22542A	71DE
225432	71EB
225436	71E8
22543A	71F5
22543D	71F3
22543F	71E1
225447	71E0
22544B	720C
22544F	71FC
225456	71F9
22545B	720E
22545C	5911
22545E	720A
225460	7217
225461	7207
225466	7215
225469	7213
22546E	7218
225471	720B
225479	721A
22547D	721F
225521	721D
225529	7225
22552A	7226
225541	723F
225543	7241
225544	7242
22554F	7250
225551	724F
225552	7253
225553	7255
225556	725A
225559	7263
225561	7273
225563	726E
225566	7276
225568	7277
22556B	727E
22556D	727C
225571	727F
225574	7289
22557C	728B
225622	728D
225628	728F
225648	72A8
22564C	72AB
22564E	72B0
22564F	72B4
225651	72C6
225652	72B5
225656	72BC
225658	72C3
22565B	72C1
225660	72D6
225664	72D2
225667	72C9
22566C	72CC
22566E	72DB
22566F	72CD
225673	72E8
225676	72EB
225679	72E5
22567E	72FA
225724	72F4
225725	72FE
225729	7302
22572C	72FB
22572D	7301
22572E	72F3
225731	731D
225735	730B
225736	7317
22573B	7307
22573E	7318
225742	731E
225746	7331
225749	7338
22574A	7322
22574C	7332
22574D	732C
22574E	7327
22574F	732B
225752	732F
225755	7328
22575A	7347
22575B	7348
22575C	7349
22575F	733B
225762	733A
225765	7340
225768	734D
22576B	7352
225772	735E
225774	735D
225779	7360
22577B	7358
22577E	7362
225821	734B
225825	7367
225829	736C
22582B	736B
22582F	736F
225836	737C
225838	737E
22583B	7381
22583F	7388
225842	738E
225846	7395
225847	7392
225848	7397
22584C	7393
22584D	7394
225851	739E
225852	73A6
22585D	73A5
225862	73A2
225863	73A0
225867	73B6
225868	73CF
22586A	73C2
22586B	73D0
22586F	73BF
225870	73C8
22587D	73CC
225921	73D3
225927	73EA
225928	73E5
22592A	73D9
22592B	73EF
22592F	73D4
225930	73DB
225932	73D6
225935	73BC
225936	73E7
225938	73E3
22593A	73DE
22593C	73E6
22593F	73E9
225945	73F6
225947	73FA
22594A	73F8
225954	73F5
22595A	73FD
22595C	7407
22595E	7412
225963	743C
225966	742E
225967	742F
225969	7414
22596A	742C
22596C	7430
22596E	742B
225970	73F7
225971	741A
225978	7416
22597A	7426
225A21	7428
225A23	7429
225A28	7420
225A2A	741B
225A2B	7424
225A2C	7432
225A2D	742D
225A30	7415
225A32	743B
225A36	7444
225A40	7447
225A43	7458
225A45	7442
225A47	744B
225A4A	744A
225A4F	7452
225A55	7457
225A56	7451
225A5A	745D
225A5B	7454
225A5D	7440
225A60	746D
225A61	7462
225A62	7473
225A68	7474
225A69	746E
225A6A	7471
225A6B	7468
225A78	7460
225A79	7472
225A7A	7484
225A7B	7487
225A7E	7488
225B21	7489
225B22	747C
225B27	7482
225B28	747E
225B2A	748A
225B2D	7486
225B30	747A
225B38	7480
225B3C	7481
225B3E	747D
225B3F	7485
225B40	7497
225B43	7498
225B45	749A
225B4D	74A4
225B54	749F
225B55	749D
225B56	748D
225B57	749E
225B59	74A0
225B5D	74A1
225B60	74B2
225B61	74B1
225B66	74B4
225B67	74AB
225B69	74AA
225B6A	7490
225B6C	74A5
225B6E	74A8
225B76	74B8
225B7A	74C0
225C25	74BF
225C28	74B5
225C29	74BA
225C30	74C8
225C31	74C5
225C32	74CC
225C38	74D6
225C3A	74D4
225C3D	74D8
225C40	74DA
225C41	74DB
225C47	74DE
225C50	74E4
225C52	74E7
225C54	74E9
225C58	74F1
225C5A	74F0
225C5C	74EE
225C61	74F4
225C63	74F8
225C66	74FB
225C67	74FF
225C71	7505
225C77	7503
225C7D	7507
225D25	750E
225D28	750D
225D2C	7511
225D2D	750F
225D32	7512
225D33	7513
225D39	7517
225D42	7521
225D44	7524
225D49	752F
225D4D	753A
225D4F	753F
225D51	7540
225D52	753E
225D55	754A
225D57	754E
225D58	7547
225D59	754B
225D5A	7548
225D5F	755F
225D60	755B
225D62	7564
225D67	7563
225D69	756F
225D6B	756C
225D6D	7579
225D6E	757A
225D71	7577
225D75	7571
225D79	757D
225D7E	757F
225E25	7583
225E2C	7590
225E2D	7592
225E2E	7594
225E31	7595
225E35	7598
225E37	75A2
225E3B	75A3
225E3E	75BA
225E43	75B0
225E44	75C3
225E46	75BF
225E47	75B4
225E4A	75C2
225E4E	75C1
225E50	75B1
225E51	75C4
225E58	75CD
225E5C	75CF
225E5E	75CC
225E5F	75D0
225E63	75E7
225E66	75E1
225E67	75E6
225E71	75E4
225E72	75E0
225E73	75D7
225E7A	7602
225E7E	7603
225F21	75F9
225F22	75FC
225F29	7616
225F2C	7608
225F2D	7615
225F2E	760C
225F2F	760F
225F3B	7610
225F3C	760A
225F3E	7625
225F3F	761A
225F40	761B
225F47	7619
225F48	761E
225F4C	761D
225F50	7622
225F51	762F
225F54	762D
225F5C	7633
225F5E	763B
225F5F	7630
225F60	763C
225F62	7635
225F67	7648
225F68	764E
225F69	7647
225F6A	7643
225F6E	764D
225F6F	7649
225F75	7654
225F7A	765C
225F7B	7657
226022	7664
226024	7659
22602B	765F
226032	7667
226035	766A
226037	766D
226038	766F
22603A	7670
226040	7676
226041	7677
226048	7680
22604A	768B
226052	7695
226055	656B
226059	7699
22605D	769C
22605F	769D
226065	76A4
226066	76A5
226067	76A6
22606A	76AA
22606D	76AD
226074	76B8
226077	76BD
226123	76CB
226126	76CC
22613B	76E6
22613C	76E9
226140	76EC
226144	76ED
226148	76F1
22614B	7704
22614F	7708
226150	7707
226153	76F7
226154	770A
226159	76FB
22615E	772B
226160	770E
226162	771B
226163	7724
22616C	7722
22616D	771A
22616F	7721
226174	7740
226175	7739
226176	772F
226177	7731
226222	7725
226225	7735
226226	7734
22622D	7747
226231	7745
226232	774D
226233	774A
226235	7743
226237	774E
22623A	775F
22623D	7760
22623E	7752
226242	7758
226244	7756
226245	775A
22624F	7762
226252	7780
226256	776F
22625D	777E
22625F	7785
226260	777A
226266	778B
22626A	778D
226272	7798
226273	7796
226275	77A2
226276	7799
22627A	77B5
22627D	77B7
226323	77B6
226329	77BE
22632B	77B9
22632C	77BC
226335	77CD
22633A	77D1
226345	77DE
226346	77DF
22634F	77E7
226352	77E6
226355	77EC
226359	77F0
22635A	77F1
22635C	77F4
226360	77FC
226367	77F8
226368	77FB
226370	7809
226371	7806
226373	7819
226374	7811
226378	7812
226424	781B
226426	782C
226427	7823
226428	782B
22642A	7829
22642D	7822
226431	7835
226432	7833
226433	782E
226435	7820
226438	783D
22643B	781F
22643D	7831
226444	784D
226448	7848
226449	7853
22644A	7854
22644B	7845
22644C	7852
22644E	7850
22644F	7858
226450	7826
226452	7847
226456	784C
22645A	7868
22645B	786D
226460	7864
226461	785C
226464	7876
226466	786A
226469	7886
22646B	789A
22646C	787F
22646D	7887
226470	7894
226476	788F
22647E	7899
226529	7893
22652C	7892
22652D	7896
22652F	78B2
226531	78A1
226532	78B6
226539	78B7
22653B	78A4
22653E	78B4
226540	78AD
226541	78A3
226543	789E
226544	78A8
226548	78AB
22654E	78BB
226555	78CC
226556	78C9
226558	78D1
22655A	78D8
22655E	78C8
226560	78D4
226568	78DF
22656A	78E7
22656E	78DB
22656F	78E1
226573	78E0
226576	78EE
226577	78E3
226579	78F2
22657E	7905
226621	78F9
226622	78FD
226627	78FE
226629	78FB
22662B	7904
22662E	7912
226632	790C
226634	7913
226635	7911
226643	791E
226646	7922
22664C	7924
22664D	7927
226650	7929
226655	7931
22665D	7934
226660	7936
226665	793D
226667	7942
226668	793F
22666A	794A
22666B	794D
226675	7946
226677	7958
226679	795B
22667A	795C
22667B	794F
22667C	7953
22667D	7953
226721	7951
226723	7954
22672A	7967
22672D	796B
226730	7972
22673E	797C
22674A	7998
22674B	798A
22674D	7999
22674E	7995
22674F	798B
226750	7996
226754	7994
226755	7993
22675C	799A
22675F	79A1
226760	799B
226761	79A3
226764	799D
22676E	79A9
226770	79AB
226771	79A8
226775	79B0
22677A	79B3
22677B	79B4
226822	79B8
226823	79BA
226825	79BC
226828	79C6
22682A	79C8
22682D	79D4
22682E	79D5
226832	79D6
22683D	79EC
22683E	79EB
226842	79E1
226844	79DD
226845	79ED
226848	79F8
22684F	7A02
226850	7A0A
226854	7A09
22685C	7A03
226861	7A0C
22686B	7A11
22686C	7A18
22686F	7A19
226871	7A1E
226876	7A17
22687E	7A2D
226922	7A2C
226939	7A48
22693D	7A4B
22693E	7A47
22693F	7A44
226940	7A5C
22694D	7A5F
22694F	7A60
226957	7A6E
22695F	7A70
226966	7A75
226969	7A78
22696B	7A80
226970	7A85
226975	7A86
226978	7A8A
22697A	7A94
22697E	68A5
226A28	7AA3
226A2B	7A9E
226A2C	7AA7
226A2E	7AA8
226A31	7AAC
226A36	7AB3
226A3A	7ABD
226A3C	7AB6
226A3D	7AB8
226A3E	7AB5
226A3F	7ABB
226A43	7ABF
226A49	7ACD
226A4B	7ACF
226A4F	7AD1
226A51	7AD3
226A52	7AD4
226A54	7AD5
226A55	7ADA
226A5A	7AE1
226A5E	7AE6
226A66	7AEB
226A6B	7AF0
226A76	7AF5
